Frequency (Hz),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Phase (°),Trace 3: Impedance: Ls (H),Trace 4: Impedance: Rs (Ω),Trace 5: Impedance: Q
100,0.289814090651917,0.0996393009810762,8.02134968109221E-07,0.28981365241852,0.00173903561959207
100.079561,0.289844296667158,0.104702133905061,8.42310390293264E-07,0.289843812717214,0.00182739900463413
100.159186,0.289854218555082,0.107689189265821,8.65681606728295E-07,0.289853706580439,0.00187953313472822
100.238873,0.289741715435982,0.0896182918552821,7.19563020138661E-07,0.289741361007184,0.00156413553844897
100.318624,0.289840936893083,0.0849201987216533,6.81532389438083E-07,0.289840618541958,0.00148213815442681
100.398439,0.289930207612894,0.0231990567851907,1.86094835774222E-07,0.289930183846743,0.000404899946385675
100.478317,0.289942126190049,0.0734167691194311,5.8847987602886E-07,0.289941888162877,0.00128136504859943
100.558259,0.289835922106253,0.0358381004321819,2.86930634132948E-07,0.289835865408363,0.00062549293177487
100.638264,0.290003622128061,0.0248832310317606,1.99179456528472E-07,0.290003594779046,0.000434294337342958
100.718333,0.290032883257839,0.0139041051844797,1.11219067739539E-07,0.290032874717835,0.000242672419776436
100.798466,0.289731711510447,-0.000982518865280117,-7.8447752594149E-09,0.289731711467847,1.71481891637775E-05
100.878662,0.289808140167551,-0.056317226509796,-4.4941747404871E-07,0.28980800017085,0.000982921344731889
100.958922,0.289704447670146,-0.0398175207021985,-3.17381886217005E-07,0.289704377713607,0.000694946948109505
101.039246,0.289731521805237,-0.0587055673470419,-4.6760846412618E-07,0.289731369722812,0.00102460579800647
101.119634,0.289434283645442,-0.043273440788541,-3.4405935406841E-07,0.289434201095352,0.000755264164033727
101.200086,0.289204672657532,0.012104974910718,9.60916860325998E-08,0.289204666203103,0.000211271671206757
101.280602,0.289319725961408,0.00426336015298659,3.38299449922365E-08,0.289319725160455,7.44096720052756E-05
101.361182,0.289272985854715,0.0545365330895091,4.32335772802998E-07,0.289272854813582,0.00095184235249223
101.441826,0.2893214286639,0.0761556164879738,6.03341018860133E-07,0.289321173094324,0.00132916703434022
101.522534,0.289540899216346,0.124122153670466,9.83317869891514E-07,0.289540219804533,0.00216634364512238
101.603307,0.289457273810023,0.0438876322662255,3.47309155429717E-07,0.289457188893249,0.000765983833758964
101.684143,0.289732746678617,0.0237090733331383,1.87653391377488E-07,0.289732721872917,0.000413801415878676
101.765044,0.289742951584271,0.0315454535884497,2.4948733787898E-07,0.289742907669446,0.000550572084785067
101.84601,0.289655025859992,0.00153072333393638,1.20929219739327E-08,0.289655025756621,2.67161621206508E-05
101.92704,0.289696094345451,0.0787166453819709,6.21465705965043E-07,0.289695820944219,0.00137386550243252
102.008134,0.291039192279821,0.10756049370354,8.52445660569594E-07,0.291038679440091,0.00187728696550828
102.089293,0.290932824564444,0.038975198496426,3.08530660290101E-07,0.290932757252192,0.000680245645305241
102.170516,0.2908458350553,0.0085890373811535,6.79171186313282E-08,0.290845831787341,0.000149906983000908
102.251804,0.290657018709505,0.0191474936077426,1.51188674713999E-07,0.290657002479098,0.000334186819400429
102.333157,0.290786884857963,0.0192163564889875,1.51679532182694E-07,0.290786868503298,0.000335388703545272
102.414574,0.290774965856782,0.0492427399335952,3.88360369821492E-07,0.290774858466212,0.000859448156155221
102.496056,0.290764849230786,0.00836403559973784,6.59095155134853E-08,0.290764846132665,0.000145979961006395
102.577603,0.290760867531815,-0.0235002366846164,-1.85034679820771E-07,0.290760843074703,0.000410156528144499
102.659215,0.290546155127097,0.0513193526136334,4.03455652108352E-07,0.290546038579806,0.000895691912626871
102.740892,0.290566312792923,0.0460562036260235,3.61815792869897E-07,0.290566218918723,0.000803832567374273
102.822634,0.290735426810877,0.0550932354416757,4.32717978877353E-07,0.290735292404703,0.000961558650384294
102.904441,0.290772895200532,0.0202355696674195,1.58830070314833E-07,0.290772877065868,0.000353177331397597
102.986313,0.290492250115652,0.0308548398186244,2.41755194656325E-07,0.290492207993954,0.000538518597067644
103.06825,0.290701748616986,0.066474798259187,5.20807430394068E-07,0.29070155296404,0.00116020461979544
103.150252,0.291079415024794,0.0552397962367493,4.33002795327272E-07,0.291079279742695,0.000964116621184051
103.232319,0.290797579774057,-0.0335832516005375,-2.62781823393504E-07,0.290797529821123,0.000586138381079237
103.314452,0.290467551894623,-0.0364088670330507,-2.8434211063298E-07,0.290467493248855,0.0006354546921803
103.39665,0.290447051525227,0.0810959064744073,6.32785896239489E-07,0.290446760594559,0.00141539152303358
103.478914,0.290915883479572,0.0450845257319202,3.52079331755189E-07,0.290915793416416,0.000786873578124899
103.561243,0.290778476173337,-0.00559377117763592,-4.36281901465831E-08,0.29077847478755,9.76297249630953E-05
103.643637,0.290559792887626,0.0830280166887427,6.46569008209599E-07,0.290559487810597,0.00144911327696322
103.726097,0.290805766869499,0.0759964921970492,5.91842156939281E-07,0.290805511061109,0.00132638978664741
